"RECTYPE","MIBOMD","bomItem","bomRev","bomEntry","lineNbr","dType","partId","qty","lead","cmnt","opCode","srcLoc","altItems",
"<TBLNAME>","MIBOMD","VES-SS-151C","2",11,11,0,"PIPECC-0034",0.560000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",12,12,0,"PIPECC-0121",5.090000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",13,13,0,"REDCOC-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",14,14,0,"PLT70-0003",0.150000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",15,15,0,"PIPECC-0026",0.670000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",16,16,0,"WERPLT-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",17,17,0,"WERPLT-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",18,18,0,"PIPECC-0018",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",19,19,0,"PLT36-0004",0.180000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",20,20,0,"PLT36-0004",0.400000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",21,21,0,"PIPESEAL-0001",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",22,22,0,"BLDAPI-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",23,23,0,"GSKAPI-0002",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",24,24,0,"STUDCS-0003",16.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",25,25,0,"NUTCS-0005",32.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",26,27,0,"LSKD-103",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",27,29,0,"LABOR-1250",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",28,30,0,"LABOR-1300",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",29,31,0,"LABOR-1400",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",30,32,0,"LABOR-1500",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",31,33,0,"LABOR-1600",60.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",32,34,0,"LABOR-1700",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",33,35,0,"LABOR-1725",2.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",34,36,0,"LABOR-1750",2.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",35,37,0,"LABOR-1800",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",36,38,0,"LABOR-1990",900.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",37,39,0,"LABOR-1998",600.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",38,40,0,"PWHT-SS-151C",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",39,26,0,"PIPASY-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","2",40,28,0,"LABOR-1100",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",1,1,0,"CYLFRG-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",2,2,0,"HDFRG-0002",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",3,3,0,"PLT36-0003",5.120000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",4,4,0,"SSNZL-0002",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",5,5,0,"FLGAPI-0002",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",6,6,0,"SSNZL-0004",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",8,8,0,"LUGLFT-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",9,9,0,"NPBRKT-0003",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",10,10,0,"PLTNAM-0006",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",11,11,0,"PIPECC-0034",0.560000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",12,12,0,"PIPECC-0121",5.090000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",13,13,0,"REDCOC-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",14,14,0,"PLT70-0003",0.150000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",15,15,0,"PIPECC-0026",0.670000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",16,16,0,"WERPLT-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",17,17,0,"WERPLT-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",18,18,0,"PIPECC-0018",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",19,19,0,"PLT36-0004",0.180000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",20,20,0,"PLT36-0004",0.400000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",21,21,0,"PIPESEAL-0001",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",22,22,0,"BLDAPI-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",23,23,0,"GSKAPI-0002",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",24,24,0,"STUDCS-0003",16.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",25,25,0,"NUTCS-0005",32.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",26,27,0,"LSKD-103",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",27,30,0,"LABOR-1250",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",28,31,0,"LABOR-1300",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",29,32,0,"LABOR-1400",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",30,33,0,"LABOR-1500",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",31,34,0,"LABOR-1600",60.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",32,35,0,"LABOR-1700",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",33,36,0,"LABOR-1725",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",34,37,0,"LABOR-1750",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",35,38,0,"LABOR-1800",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",36,39,0,"LABOR-1990",900.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",37,40,0,"LABOR-1998",600.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",38,41,0,"PWHT-SS-151C",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",39,26,0,"PIPASY-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",40,7,0,"FITHU-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",41,28,0,"RVASSY-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","3",42,29,0,"LABOR-1100",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",1,1,0,"CYLFRG-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",2,2,0,"HDFRG-0002",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",3,3,0,"PLT36-0003",5.120000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",4,4,0,"SSNZL-0002",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",5,5,0,"FLGAPI-0002",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",6,6,0,"SSNZL-0004",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",8,8,0,"LUGLFT-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",9,9,0,"NPBRKT-0003",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",10,10,0,"PLTNAM-0006",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",11,11,0,"PIPECC-0034",0.560000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",12,12,0,"PIPECC-0121",5.090000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",13,13,0,"REDCOC-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",14,14,0,"PLT70-0003",0.150000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",15,15,0,"PIPECC-0026",0.670000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",16,16,0,"WERPLT-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",17,17,0,"WERPLT-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",18,18,0,"PIPECC-0018",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",19,19,0,"PLT36-0004",0.180000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",20,20,0,"PLT36-0004",0.400000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",21,21,0,"PIPESEAL-0001",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",22,22,0,"BLDAPI-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",23,23,0,"GSKAPI-0002",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",24,24,0,"STUDCS-0003",16.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",25,25,0,"NUTCS-0005",32.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",26,27,0,"LSKD-103",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",27,30,0,"LABOR-1250",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",28,31,0,"LABOR-1300",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",29,32,0,"LABOR-1400",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",30,33,0,"LABOR-1500",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",31,34,0,"LABOR-1600",60.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",32,35,0,"LABOR-1700",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",33,36,0,"LABOR-1725",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",34,37,0,"LABOR-1750",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",35,38,0,"LABOR-1800",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",36,39,0,"LABOR-1990",900.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",37,40,0,"LABOR-1998",600.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",38,41,0,"PWHT-SS-151C",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",39,26,0,"PIPASY-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",40,7,0,"FITHU-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",41,28,0,"RVASSY-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C","5",42,29,0,"LABOR-1100",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",1,2,0,"FLGAPI-0005",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",2,1,0,"FLGAPI-0002",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",3,3,0,"FLGAPI-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",4,7,0,"REDCOCA-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",5,8,0,"VLVGT-0001",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",6,9,0,"VLVGT-0002",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",7,10,0,"VLVCHK-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",8,22,0,"STUDCS-0002",48.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",9,23,0,"NUTCS-0004",96.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",10,24,0,"STUDCS-0003",24.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",11,25,0,"NUTCS-0005",48.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",12,26,0,"STUDCS-0001",24.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",13,27,0,"NUTCS-0003",48.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",14,28,0,"GSKAPI-0001",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",15,29,0,"GSKAPI-0002",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",16,30,0,"GSKAPI-0006",16.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",17,4,0,"TEECUS-0002",7.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",19,11,0,"PIPECC-0028",1.710000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",20,6,0,"WLDTEEC-0028",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",21,12,0,"PIPECC-0028",7.490000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",22,13,0,"PIPECC-0028",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",23,14,0,"PIPECC-0028",2.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",24,15,0,"PIPECC-0028",1.460000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",25,16,0,"PIPECC-0020",0.620000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",26,17,0,"PLT36-0004",2.660000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",27,18,0,"PLT36-0003",1.540000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",28,19,0,"TUBREC-0001",3.780000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",29,20,0,"TUBREC-0001",3.140000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",30,21,0,"TUBREC-0001",5.540000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",31,31,0,"TUBSQ-0001",3.840000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",32,32,0,"STUDCS-0011",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",33,33,0,"PLTFLR-0001",22.940000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",34,34,0,"LABOR-1250",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",35,35,0,"LABOR-1300",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",36,36,0,"LABOR-1400",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",37,37,0,"LABOR-1500",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",38,38,0,"LABOR-1700",24.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",39,39,0,"LABOR-1725",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",40,40,0,"LABOR-1750",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",41,41,0,"OS-SS-151C-PIP-A",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-151C-PIP-A","0",42,5,0,"CRSCUS-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",3,5,0,"PLT36-0003",2.870000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",4,6,0,"PIPECC-0039",6.350000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",5,7,0,"PLT70-0003",0.380000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",6,9,0,"PIPECC-0026",0.670000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",7,10,0,"HUBW-0002",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",8,12,0,"HUBW-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",9,13,0,"HUCAP-0003",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",10,15,0,"PLT36-0004",0.220000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",11,17,0,"PIPESEAL-0001",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",12,18,0,"PLT36-0003",0.200000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",14,20,0,"LUGLFT-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",15,21,0,"LSKD-102",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",16,22,0,"NPBRKT-0003",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",17,23,0,"PLTNAM-0006",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",20,8,0,"PLT70-0003",0.190000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",21,11,0,"HUBW-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",22,14,0,"PIPBRC-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",23,16,0,"PLT36-0004",0.360000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",24,26,0,"LABOR-1250",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",25,27,0,"LABOR-1300",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",26,28,0,"LABOR-1400",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",27,29,0,"LABOR-1500",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",28,30,0,"LABOR-1600",51.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",29,31,0,"LABOR-1700",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",30,32,0,"LABOR-1725",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",31,33,0,"LABOR-1750",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",32,34,0,"LABOR-1800",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",33,35,0,"LABOR-1990",450.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",35,36,0,"LABOR-1998",600.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",37,3,0,"SSNZL-0007",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",38,4,0,"SSNZL-0008",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",39,37,0,"PWHT-SS-152C",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",40,24,0,"RVASSY-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",41,25,0,"LABOR-1100",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",42,1,0,"HDFRG-0006",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",43,2,0,"CYLFRG-0005",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","0",44,19,0,"WERPLT-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",3,4,0,"PLT36-0003",5.740000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",4,5,0,"PIPECC-0039",6.350000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",5,6,0,"PLT70-0003",0.380000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",6,8,0,"PIPECC-0026",0.670000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",7,9,0,"HUBW-0004",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",9,10,0,"HUCAP-0005",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",12,11,0,"PLT36-0003",0.440000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",14,13,0,"LUGLFT-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",16,14,0,"NPBRKT-0003",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",17,15,0,"PLTNAM-0006",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",20,7,0,"PLT70-0003",0.190000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",24,20,0,"LABOR-1250",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",25,21,0,"LABOR-1300",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",26,22,0,"LABOR-1400",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",27,23,0,"LABOR-1500",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",28,24,0,"LABOR-1600",50.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",29,25,0,"LABOR-1700",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",30,26,0,"LABOR-1725",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",31,27,0,"LABOR-1750",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",32,28,0,"LABOR-1800",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",33,29,0,"LABOR-1990",450.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",35,30,0,"LABOR-1998",600.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",37,3,0,"SSNZL-0007",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",39,31,0,"PWHT-SS-152C",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",41,19,0,"LABOR-1100",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",42,1,0,"HDFRG-0006",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",43,2,0,"CYLFRG-0005",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",44,12,0,"WERPLT-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",45,16,0,"CUPLET-0006",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",46,17,0,"CUPLET-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","1",47,18,0,"RVASSY-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",3,4,0,"PLT36-0003",5.740000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",4,5,0,"PIPECC-0039",6.350000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",5,6,0,"PLT70-0003",0.380000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",6,8,0,"PIPECC-0026",0.670000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",7,9,0,"HUBW-0004",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",9,10,0,"HUCAP-0005",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",12,11,0,"PLT36-0003",0.440000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",14,13,0,"LUGLFT-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",16,14,0,"NPBRKT-0003",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",17,15,0,"PLTNAM-0006",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",20,7,0,"PLT70-0003",0.190000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",24,20,0,"LABOR-1250",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",25,21,0,"LABOR-1300",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",26,22,0,"LABOR-1400",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","VES-SS-152C","4",27,23,0,"LABOR-1500",0.500000,0,"","","",0,
