"RECTYPE","MIBOMD","bomItem","bomRev","bomEntry","lineNbr","dType","partId","qty","lead","cmnt","opCode","srcLoc","altItems",
"<TBLNAME>","MIBOMD","0119-PEN199","0",1,1,0,"GSKCGI-0007",30.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199","0",2,2,0,"GSKCGI-0005",10.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199","0",3,3,0,"GSKCGI-0004",32.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199","0",4,4,0,"GSKCGI-0002",6.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199","0",5,5,0,"LABOR-1700",40.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",1,1,0,"VLVGT-0009",13.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",2,2,0,"VLVGLB-0005",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",3,3,0,"VLVGT-0010",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",4,4,0,"VLVBL-0030",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",5,5,0,"VLVBF-0004",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",6,6,0,"VLVBF-0003",9.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",7,7,0,"LABOR-1700",18.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",8,8,0,"GSKCGI-0002",7.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",9,9,0,"GSKCGI-0003",24.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",10,10,0,"GSKCGI-0005",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",11,11,0,"GSKCGI-0007",29.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",12,12,0,"STUDCS-0007-4",124.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",13,13,0,"NUTCS-0001",248.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",14,14,0,"STUDCS-0010",72.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",15,15,0,"STUDCS-0010-1",100.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-PEN199A","0",16,16,0,"NUTCS-0002",344.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-R194","0",1,1,0,"FLGASMEIC-0099",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-R194","0",2,3,0,"LABOR-1600",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-R194","0",3,4,0,"LABOR-1700",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-R194","0",4,5,0,"LABOR-1725",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-R194","0",5,6,0,"LABOR-1750",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-R194","0",6,7,0,"LABOR-1998",300.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-R194","0",7,8,0,"LABOR-1800",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0119-R194","0",8,2,0,"LABOR-1100",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0219-R195","0",7,1,0,"LABOR-1600",1.238000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0219-R195","0",9,2,0,"LABOR-1700",3.334000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0219-R195","0",10,3,0,"LABOR-1725",0.706000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0219-R195","0",11,4,0,"LABOR-1750",0.706000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0219-R195","0",12,5,0,"LABOR-1800",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0219-R195","0",14,6,0,"LABOR-1998",300.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0219-R195","0",15,7,0,"CPLGHF-0007",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0316-PEN46","0",1,1,0,"LABOR-1100",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0316-PEN46","0",2,2,0,"LABOR-1500",15.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0316-PEN46","0",3,3,0,"PLT70-0006",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0316-PEN47","0",1,1,0,"LABOR-1100",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0316-PEN47","0",2,2,0,"LABOR-1500",10.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0316-PEN47","0",3,3,0,"PLT70-0010",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-1","0",1,1,0,"PLT316-0003",4.510000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-1","0",2,2,0,"PLT316-0003",0.010000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-1","0",3,3,0,"LABOR-1500",16.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-1","0",4,4,0,"LABOR-1600",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-1","0",5,5,0,"LABOR-1200",2.355000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-2","0",1,1,0,"PLT316-0006",4.510000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-2","0",2,2,0,"LABOR-1500",12.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-2","0",3,3,0,"LABOR-1200",2.069000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-3","0",1,1,0,"PLT316-0008",3.340000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-3","0",2,2,0,"LABOR-1500",13.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-3","0",3,3,0,"LABOR-1500",3.037000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-4","0",1,1,0,"PLT316-0008",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-4","0",2,2,0,"LABOR-1200",1.058000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN80-4","0",3,3,0,"LABOR-1500",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",1,1,0,"PIPECC-0023",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",2,2,0,"WLDELLC-0023",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",3,3,0,"PIPECC-0023",3.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",4,4,0,"PLT36-0011",0.028000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",5,5,0,"PLT36-0003",0.063000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",6,6,0,"BARAGL-0005",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",7,7,0,"LABOR-1100",0.050000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",8,8,0,"LABOR-1250",0.100000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",9,9,0,"LABOR-1300",0.100000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",10,11,0,"LABOR-1600",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",11,12,0,"LABOR-1725",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",12,13,0,"LABOR-1750",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0417-PEN87","0",13,10,0,"LABOR-1500",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0418-FR130","0",1,1,0,"PIPESC-0509",0.660000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0418-FR130","0",2,2,0,"FLGASMEBS-0503",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0418-FR130","0",3,3,0,"PIPENIPS-0003",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0418-FR130","0",4,4,0,"FLGASMEBS-0501",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0419-JW10","0",1,1,0,"PLTGA-0005",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0419-JW10","0",2,2,0,"LABOR-1250",0.060000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0419-JW11","0",1,1,0,"PLTGA-0005",0.174000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0419-JW11","0",2,2,0,"LABOR-1250",0.060000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-K483","0",1,1,0,"TOOLBX-0001",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-K483","0",2,2,0,"TUELC-0025",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-K483","0",3,3,0,"TUELC-0026",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-K483","0",4,4,0,"TUHYD-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-K483","0",5,5,0,"LABOR-1500",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49","0",1,1,0,"PLT70-0003",12.180000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49","0",2,2,0,"PLT36-0002",0.012000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49","0",9,3,0,"LABOR-1100",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49","0",10,4,0,"LABOR-1250",0.273000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49","0",11,5,0,"LABOR-1500",18.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49","0",12,6,0,"LABOR-1600",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49","0",13,7,0,"LABOR-1700",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-1","0",1,1,0,"PLT36-0011",0.490000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-1","0",2,2,0,"LABOR-1100",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-1","0",3,3,0,"LABOR-1500",9.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-2","0",1,1,0,"PLT36-0008",1.010000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-2","0",2,2,0,"LABOR-1100",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-2","0",3,3,0,"LABOR-1500",25.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-3","0",1,1,0,"PLT36-0011",0.150000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-3","0",2,2,0,"LABOR-1100",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-3","0",3,3,0,"LABOR-1500",6.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-4","0",1,1,0,"PLT36-0003",2.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-4","0",2,2,0,"PLT36-0003",3.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-4","0",3,3,0,"PLT36-0003",0.048000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-4","0",4,4,0,"LABOR-1100",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-4","0",5,5,0,"LABOR-1250",0.217000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-4","0",6,6,0,"LABOR-1600",2.030000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0516-PEN49-4","0",7,7,0,"LABOR-1700",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0518-PEN141-AT","0",1,1,0,"LABOR-1250",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0518-PEN141-AT","0",2,2,0,"PLT36-0002",25.220000,0,"","","",0,
"<TBLNAME>","MIBOMD","0518-PEN142-AT","0",1,1,0,"LABOR-1250",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0518-PEN142-AT","0",2,2,0,"PLT36-0002",10.560000,0,"","","",0,
"<TBLNAME>","MIBOMD","0519-PEN211","0",1,1,0,"BARRD-0016",48.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0519-PEN211","0",2,2,0,"LABOR-1500",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0519-PEN211","0",3,3,0,"LABOR-1300",0.100000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",1,1,0,"LABOR-1100",3.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",9,2,0,"LABOR-1700",160.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",10,3,0,"STUDSS-0005",64.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",11,4,0,"GSKCG-0104",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",12,5,0,"NUTSS-0014",256.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",13,6,0,"STUDSS-0006",64.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",14,7,0,"GSKCG-0102",16.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",15,8,0,"FLGASMEBS-0518",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",16,9,0,"PIPESC-0517",0.660000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",18,10,0,"INSTFIT-0084",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",19,11,0,"PLTGAS-0001",0.700000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",20,12,0,"INSTFIT-0054",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0520-ID31","0",21,13,0,"INSTTUB-0002",10.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",1,1,0,"INSTLLS-0003",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",2,2,0,"PRESGA-0004",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",3,3,0,"INSTSGA-0002",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",4,4,0,"VLVCTRL-0006",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",5,5,0,"VLVGLB-0001",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",6,6,0,"VLVCHEK-0002",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",7,7,0,"VLVBL-0008",19.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",8,8,0,"VLVBL-0009",5.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",10,9,0,"VLVBL-0010",15.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",11,10,0,"BLDRING-0002",8.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",12,11,0,"BLDRING-0001",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",13,30,0,"LABOR-1100",3.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",14,31,0,"LABOR-1250",6.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",15,32,0,"LABOR-1300",23.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",16,33,0,"LABOR-1400",1.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",17,34,0,"LABOR-1500",3.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",18,35,0,"LABOR-1600",149.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",19,36,0,"LABOR-1700",79.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",20,37,0,"LABOR-1725",12.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",21,38,0,"LABOR-1750",20.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",22,39,0,"LABOR-1800",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",23,12,0,"RVTHRD-0005",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",24,13,0,"WLDELLC-0041",5.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",25,14,0,"WLDTEEC-0041",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",26,15,0,"FLGASMEWC-0269",10.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",27,16,0,"WLDELLC-0018",11.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",28,17,0,"WLDTEEC-0018",6.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",29,19,0,"FLGASMEWC-0250",25.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",30,20,0,"GSKCG-0208",14.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",31,22,0,"GSKCG-0204",45.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",32,23,0,"STUDCS-0010",320.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",33,24,0,"STUDCS-0010-1",48.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",34,25,0,"NUTCS-0002",704.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",35,26,0,"STUDCS-0004",108.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",36,27,0,"STUDCS-0004-3",24.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",37,28,0,"NUTCS-0006",264.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",38,29,0,"VLVBL-0011",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",39,40,0,"PIPECC-0041",7.590000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",40,41,0,"PIPECC-0041",1.550000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",41,42,0,"PIPECC-0041",3.830000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",42,43,0,"PIPECC-0041",5.950000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",43,44,0,"PIPECC-0041",0.920000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",44,45,0,"CUPLET-0004",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",45,46,0,"CUPLET-0006",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",46,18,0,"WLDCAPC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",47,21,0,"FLGASMESC-0037",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",48,47,0,"PIPECC-0018",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",49,48,0,"PIPECC-0018",0.290000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",50,49,0,"PIPECC-0018",0.290000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",51,50,0,"PIPECC-0018",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",52,51,0,"PIPECC-0018",0.730000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",53,52,0,"PIPECC-0018",0.730000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",54,53,0,"PIPECC-0018",0.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",55,54,0,"PIPECC-0018",0.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",56,55,0,"PIPECC-0018",0.770000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",57,56,0,"PIPECC-0018",0.990000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",58,57,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",59,58,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",60,59,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",61,60,0,"PIPECC-0018",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",62,61,0,"PIPECC-0018",1.170000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",63,62,0,"PIPECC-0018",1.170000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",64,63,0,"PIPECC-0018",1.180000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",65,64,0,"PIPECC-0018",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",66,65,0,"PIPECC-0018",1.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",67,66,0,"PIPECC-0018",2.050000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",68,67,0,"PIPECC-0018",3.740000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",69,68,0,"PIPECC-0018",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",70,69,0,"PLT36-0004",2.290000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",71,70,0,"PLT36-0004",0.300000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",72,71,0,"UBOLT-0005",4.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",73,72,0,"PLT36-0004",1.060000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",74,73,0,"BEAM-0001",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",75,74,0,"VLVINST-0001",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-PIP","0",76,75,0,"CUPLET-0002",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-SKD","0",1,1,0,"LABOR-1250",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-SKD","0",2,2,0,"LABOR-1300",2.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-SKD","0",3,3,0,"OS-0616-PEN50-SKD",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-SKDASY","0",1,1,0,"0616-PEN50-PIP",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-SKDASY","0",3,2,0,"EFC-PEN50",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN50-SKDASY","0",4,3,0,"SKD-0004",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",1,1,0,"INSTLLS-0003",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",2,2,0,"PRESGA-0004",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",3,3,0,"INSTSGA-0002",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",4,4,0,"VLVCTRL-0006",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",5,5,0,"VLVGLB-0001",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",6,6,0,"VLVCHEK-0002",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",7,7,0,"VLVBL-0008",19.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",8,8,0,"VLVBL-0009",5.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",10,9,0,"VLVBL-0010",15.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",11,10,0,"BLDRING-0002",8.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",12,11,0,"BLDRING-0001",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",13,30,0,"LABOR-1100",3.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",14,31,0,"LABOR-1250",6.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",15,32,0,"LABOR-1300",23.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",16,33,0,"LABOR-1400",1.750000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",17,34,0,"LABOR-1500",3.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",18,35,0,"LABOR-1600",149.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",19,36,0,"LABOR-1700",79.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","0616-PEN51-PIP","0",20,37,0,"LABOR-1725",12.000000,0,"","","NTPV",0,
